video_id,contestant,question,options,correct_answer,contestant_answer,category,level,amount,joker_used,is_correct,eliminated
d8qZ7iWQvUU,Contestant_131,Yeni olmayan kullanılmış olan şey nasıldır?,"['A) gıcır', 'B) tertemiz', 'C) pırıl pırıl', 'D) eski']",D,A,Genel Kültür,1,2000.0,yok,False,True
dAceUSMtLtU,Contestant_132,metabolizmayı hızlandırır kilo kaybını destekler kan dolaşımına iyi gelir ve kasları güçlendirir gibi cümleler genellikle hangisinin faydaları altında belirtilir,"['A) günde 20 saat uyumak', 'B) bol tereyağlı İskender yemek', 'C) her gün yarım saat yürümek', 'D) hafif B müziği dinlemek']",C,C,Genel Kültür,1,2000.0,yok,True,False
dAceUSMtLtU,Contestant_132,ortak sınırı olan iki il birbirinin nesi olur,"['A) komşusu', 'B) uzak akrabası', 'C) ikiz kardeşi', 'D) tek kankası']",A,A,Coğrafya,2,5000.0,yok,True,False
dAceUSMtLtU,Contestant_132,el ayak çekilmişti diyen biri hangisini belirtmiş olur,"['A) herkesin spor yaptığını', 'B) kimsenin Uslu durmadığını', 'C) herkesin çok sıkı çalıştığını', 'D) ortalıkta kimsenin kalmadığını']",D,D,Genel Kültür,3,7500.0,yok,True,False
dAceUSMtLtU,Contestant_132,hidroloji nedir,"['A) direksiyon bilimi', 'B) doku bilimi', 'C) böcek bilimi', 'D) su bilimi']",D,D,Bilim,4,10000.0,yok,True,False
dAceUSMtLtU,Contestant_132,hangisinin bir çeşidi manav tezgahlarında angelik veya Angelika ön adıyla satılır,"['A) karpuz', 'B) erik', 'C) greyf', 'D) incir']",B,B,Genel Kültür,5,20000.0,seyirci,True,False
dAceUSMtLtU,Contestant_132,Dinlediğiniz You Are Not Alone adlı şarkıyı kim seslendirmektedir,"['A) Elton joh', 'B) Steve Wonder', 'C) George Michael', 'D) Michael Jackson']",D,D,Müzik,6,30000.0,telefon,True,False
dAceUSMtLtU,Contestant_132,2001'de vizyona giren ve Muhammed Ali'nin hayat hikayesini anlatan Ali adlı filmde Muhammed Ali'yi canlandıran oyuncu kimdir,"['A) Morgan Freeman', 'B) Samuel Jackson', 'C) Will Smith', 'D) Denzel Washington']",C,B,Sanat,7,50000.0,yarı_yarıya,False,True
dAceUSMtLtU,Contestant_133,Nasıl olan kişilere janti denir,"['A) dağınık bakımsız', 'B) şık havalı', 'C) özensiz', 'D) paspal']",B,B,Genel Kültür,1,2000.0,yok,True,False
dAceUSMtLtU,Contestant_133,Hangisi gargara yapmış olur,"['A) cımbızla kaşını alan biri', 'B) suyla ağzını çalkalayan biri', 'C) diliyle dirseğine dokunan biri', 'D) ütüyle saçını düzleştiren biri']",B,B,Genel Kültür,2,5000.0,yok,True,False
dAceUSMtLtU,Contestant_133,bu projeyi Güç bela bitirdim diyen biri bahsettiği projeyi nasıl bitirdiğini anlatır,"['A) zorlukla', 'B) hızlıca', 'C) kolaylıkla', 'D) sakince']",A,A,Genel Kültür,3,7500.0,yok,True,False
dAceUSMtLtU,Contestant_133,Hangisi salıncağa benzer bir jimnastik aracıdır,"['A) Trompet', 'B) trabzan', 'C) trapez', 'D) trampet']",C,C,Spor,4,10000.0,yok,True,False
dAceUSMtLtU,Contestant_133,Dinlediğiniz Avare adlı şarkıyı kim seslendirmektedir,"['A) Burak', 'B) İzzet Altınmeşe', 'C) rag Oktay', 'D) Ferhat Güzel']",C,C,Müzik,5,20000.0,yarı_yarıya,True,False
dAceUSMtLtU,Contestant_133,2002 fıa Dünya Kupası çeyrek final maçında Türkiye A Milli futbol takımı uzatmalarda kimin attığı altın golle Senegal elemiş ve yarı finale yükselmiştir,"['A) Emre Belezoğlu', 'B) Bülent Korkmaz', 'C) Ümit Davala', 'D) ilham Mansız']",D,D,Spor,6,30000.0,yok,True,False
dAceUSMtLtU,Contestant_133,Transformers adlı film serisinde yer alan deseptikonlar lideri olan karakter hangisidir,"['A) Megatron', 'B) dar weather', 'C) subzero', 'D) Robocop']",A,A,Sanat,7,50000.0,yok,True,False
dAceUSMtLtU,Contestant_133,Amerika Birleşik Devletleri başkanı Abraham Lincoln yeniden başkan seçildiğinde kim ona onu seçenleri tebrik eden bir mektup yazmıştır,"['A) 1 Napoleon bonapart', 'B) carmax', 'C) Mustafa Kemal Atatürk', 'D) Adolf Hitler']",B,B,Tarih,8,100000.0,çift_cevap,True,False
dAceUSMtLtU,Contestant_133,Türkçeye fransızcadan geçen Doktor kelimesinin kökeninin anlamı nedir,"['A) gözlemlemek', 'B) araştırmak', 'C) öğretmek', 'D) tedavi etmek']",C,C,Genel Kültür,9,200000.0,seyirci,True,False
dAceUSMtLtU,Contestant_133,hangi yazar Yurt dışında eğitim almamıştır,"['A) Sebahattin Ali', 'B) Necip Fazıl Kısakürek', 'C) Cahit Sıdkı Tarancı', 'D) tur Uyar']",D,,Edebiyat,10,300000.0,yok,False,True
dAceUSMtLtU,Contestant_134,pedikür işleminde hangisine bakım yapılır,"['A) dişe', 'B) ayağa', 'C) burna', 'D) enseye']",B,B,Genel Kültür,1,2000.0,yok,True,False
dAceUSMtLtU,Contestant_134,yala yala bitmez şeklinde devam eden çocuk tekerlemesinin başında pekmez nerede olduğu söylenir,"['A) portmantoda', 'B) bazada', 'C) gardıropta', 'D) dolapta']",D,D,Genel Kültür,2,5000.0,yok,True,False
dAceUSMtLtU,Contestant_134,bir Dağın veya tepenin herhangi bir yanı onun nesidir,"['A) bacası', 'B) Zirvesi', 'C) Yamacı', 'D) Doru']",C,C,Coğrafya,3,7500.0,yok,True,False
dAceUSMtLtU,Contestant_134,matematik derslerinde öğretilen çarpmada etkisiz çarpmada yutan eleman ve toplamada etkisiz eleman olan sayılar sırasıyla hangileridir,"['A) 1 0 0', 'B) 0 1', 'C) 1 0 1', 'D) düşünmeyi biraz seviyorum']",A,A,Matematik,4,10000.0,yok,True,False
dAceUSMtLtU,Contestant_134,Hangisi Ramen adlı yiyecekle ilgili doğru bir bilgidir,"[""A) Japonya'daki bir suşi çeşididir"", ""B) Türkiye'deki bir Antik Kent"", 'C) uzak doğuya özgü bir yemek', ""D) Afrika'da yerel bir dil""]",C,C,Genel Kültür,5,20000.0,yok,True,False
dAceUSMtLtU,Contestant_134,Dinlediğiniz Eller havaya adlı şarkıyı seslendiren ikili hangisidir,"['A) ajlan Mine', 'B) İzel Ercan', 'C) oy Bora', 'D) Emel Erdal']",B,B,Müzik,6,30000.0,yarı_yarıya,True,False
dAceUSMtLtU,Contestant_134,1989 yapımı Tango ve Cash adlı polis Comedy filmde filme de adını veren Tango ve Cash ikilisini hangi oyuncular canlandırmıştır,"['A) Silvester Stone ve kurt Russell', 'B) Gibson ve den glover', 'C) alpacino ve Robert deo', 'D) Tom Hanks ve Tom CR']",A,A,Sanat,7,50000.0,telefon,True,False
dAceUSMtLtU,Contestant_134,hangi yapının beton duvarlarının temizliğinde kabartma tozu bronz kısımlarının parlatılması ise zeytin yağı kullanılmaktadır,"['A) low Müzesi', 'B) Beyaz Saray', 'C) Sydney Opera binası', 'D) Taç Mahal']",C,D,Genel Kültür,8,100000.0,çift_cevap,False,True
dAceUSMtLtU,Contestant_135,şiirler genellikle hangisinden oluşur,"['A) geometrik şekillerden', 'B) element sembollerinden', 'C) müzik notalarından', 'D) mısralardan']",D,D,Edebiyat,1,2000.0,yok,True,False
dAceUSMtLtU,Contestant_135,hatır sormak amacıyla söylenen ilk sözler anlamına gelen ifade hangisidir,"['A) iyi 2', 'B) güzel 3', 'C) hoş 5', 'D) mis 4']",C,A,Genel Kültür,2,5000.0,yok,False,True
dAceUSMtLtU,Contestant_136,komedon jik değildir ve parfüm içermez ibareleri genellikle ne tür ürünlerin üzerinde yazar,"['A) elektronik', 'B) beyaz eşya', 'C) kozmetik ve kişisel bakım', 'D) dekorasyon ve mobilya']",C,C,Genel Kültür,1,2000.0,yok,True,False
dAceUSMtLtU,Contestant_136,Hangisi atletizmde yer alan bir atma branşıdır,"['A) fırça atma', 'B) Trip atma', 'C) olta atma', 'D) disk atma']",D,D,Spor,2,5000.0,yok,True,False
dAceUSMtLtU,Contestant_136,pırıl pırıl çok parlak biçimde anlamına gelen ikileme hangisidir,"['A) Çakmak Çakmak', 'B) çakı çakı', 'C) Ayna ayna tarak tarak', 'D) e Çakmak Çakmak Adana']",A,A,Genel Kültür,3,7500.0,yok,True,False
dAceUSMtLtU,Contestant_136,önce bir tane şeker yedim Sonra da ilk yediğim ik katı kadar daha yedim diyen biri toplamda kaç tane şeker yemiştir,"['A) 1', 'B) 2', 'C) 3', 'D) 4']",C,C,Matematik,4,10000.0,yok,True,False
dAceUSMtLtU,Contestant_136,hangisi damat anlamına gelen bir kelimedir,"['A) biti', 'B) pireyi', 'C) kelebeği', 'D) güveyi']",D,D,Genel Kültür,5,20000.0,seyirci,True,False
dAceUSMtLtU,Contestant_136,Son Osmanlı padişahı kimdir,"['A) 3 Ahmet', 'B) 4 Mustafa', 'C) 5 Murat', 'D) 6 Mehmet']",D,D,Tarih,6,30000.0,telefon,True,False
dAceUSMtLtU,Contestant_136,2009'da dağılıp 2024'te tekrar bir araya gelen Dinlediğiniz stop cin Your Heart out adlı şarkıyı seslendiren grup hangisidir,"['A) Metalica', 'B) Nirvana', 'C) Oasis', 'D) Pink Floyd']",C,C,Müzik,7,50000.0,yok,True,False
dAceUSMtLtU,Contestant_136,hangi ikisi yakın dostken zamanla çeşitli sebeplerle birbirine kin gütmüş 1861'de birbirlerini düelloya davet ederek Meydan okumuş Duello gerçekleşmeyince 17 sene boyunca hiç görüşmemiş derdir,"['A) Victor Hugo ve Alexander Duman', 'B) Lev Tolstoy ve İvan Turgenyev', 'C) James joyce ve Oscar Wild', 'D) fodor Dostoyevski ve Anton ok']",B,B,Edebiyat,8,100000.0,çift_cevap,True,False
dAceUSMtLtU,Contestant_136,hangisi Selvi Boylum Al Yazmalım adlı filmin sonunda Kadir İnanır'ın canlandırdığı İlyas karakterinin söylediği filmin kapanış sözüdür,"['A) ziyanı yok gülüşü Yeter Bize', 'B) Elveda Asya', 'C) bitmemiş Türküm benim', 'D) Elveda Selvi Boylum Al Yazmalım']",C,,Sanat,9,200000.0,yok,False,True
dAceUSMtLtU,Contestant_137,6'D sonra gelen sayının adı hangisini sözlük tanımıdır,"['A) 6', 'B) 7', 'C) 8', 'D) 9']",B,B,Genel Kültür,1,2000.0,yok,True,False
dAceUSMtLtU,Contestant_137,karikatürlerde nerede mahsur kalmış bir karakterin etrafında dönerken resm edilenler genellikle köpek balıkları olur,"['A) uzayda', 'B) çölde', 'C) denizde', 'D) dağda']",C,C,Genel Kültür,2,5000.0,yok,True,False
dAceUSMtLtU,Contestant_137,hangisi uzay gemisi anlamına gelen bir ifadedir,"['A) barfix', 'B) squat', 'C) mekik', 'D) şn']",C,C,Genel Kültür,3,7500.0,seyirci,True,False
dAceUSMtLtU,Contestant_137,hayvanları beslenme biçimlerine göre sınıflandırırken hangi atta bir başlık kullanılmaz,"['A) etobur hayvanlar', 'B) otobur hayvanlar', 'C) hepçil hayvanlar', 'D) hiil hayvanlar']",D,D,Bilim,4,10000.0,yok,True,False
dAceUSMtLtU,Contestant_137,9995 9996 9997 + 9998 + 9999 işleminin sonucu hangisine eşittir,"['A) 10.000', 'B) 50.000', 'C) 49.98', 'D) 4999']",C,C,Matematik,5,20000.0,yok,True,False
dAceUSMtLtU,Contestant_137,Dinlediğiniz Candan Sevmeli adlı şarkıyı seslendiren kimdir,"['A) İbrahim tatlı ses', 'B) Gökhan Güney', 'C) Orhan Gencebay', 'D) Ferhat Güzel']",C,C,Müzik,6,30000.0,telefon,True,False
dAceUSMtLtU,Contestant_137,Marcus aelius oğlu ve Halefi olan Roma imparatoru hangisidir,"['A) commodus', 'B) Spartacus', 'C) kaliga', 'D) Maximus']",A,B,Tarih,7,50000.0,yarı_yarıya,False,True
d_DvKWNrGp0,Contestant_138,Hangisi akşam vaktinde anlamına gelir?,"['A) sabah sabah', 'B) gündüz gündüz', 'C) öğlen öğlen', 'D) akşam akşam']",D,D,Genel Kültür,1,0.0,yok,True,False
d_DvKWNrGp0,Contestant_138,Spor haberlerinde birbirlerini başlığıyla anlatılan bir futbol maçı Muhtemelen hangi sonuçla bitmiştir?,"['A) galibiyet', 'B) mağlubiyet', 'C) beraberlik', 'D) hükmen mağlubiyet']",C,C,Spor,2,0.0,yok,True,False
d_DvKWNrGp0,Contestant_138,Hangisi kafeleri menülerinde karşılaşılabilecek bir tatlının adıdır?,"['A) Arkaik kek', 'B) kronik baklava', 'C) mozaik pasta', 'D) metalik kurabiye']",C,C,Genel Kültür,3,0.0,yok,True,False
d_DvKWNrGp0,Contestant_138,Dayanıklı ve esek Döküm doğru yazılışı hangisidir?,"['A) laylon', 'B) naylon', 'C) lanyon', 'D) nayon']",B,B,Genel Kültür,4,0.0,yok,True,False
d_DvKWNrGp0,Contestant_138,Akşam baktım çoktu Sabah kalktım yoktu şeklinde sorulan bilmecenin cevabı için söylenen genellikle hangisi olur?,"['A) Güneş', 'B) Yıldız', 'C) Ay', 'D) Uzay İstasyonu']",B,B,Genel Kültür,5,0.0,yok,True,False
d_DvKWNrGp0,Contestant_138,Frein başkenti Gordion'un kalıntılarını gezen biri hangi ile gitmiştir?,"['A) Ankara', 'B) Diyarbakır', 'C) Isparta', 'D) Trabzon']",A,A,Tarih,6,0.0,telefon,True,False
d_DvKWNrGp0,Contestant_138,Dinlediğiniz adlı şarkıyı seslendiren kimdir?,"['A) James Brown', 'B) John Lennon', 'C) Michael Jackson', 'D) bilinmiyor']",B,B,Müzik,7,0.0,seyirci,True,False
d_DvKWNrGp0,Contestant_138,Cıncık hangisiyle eş anlamlıdır?,"['A) Züccaciye', 'B) bijuteri', 'C) Manifatura', 'D) Hırdavat']",B,B,Genel Kültür,8,0.0,"yarı_yarıya, çift_cevap",True,False
d_DvKWNrGp0,Contestant_138,Hangisi Süper Lig'de bir maçta 5 gol atan yabancı futbolculardan biri değildir?,"['A) Mario Jardel', 'B) Alex De Souza', 'C) Mario Balotelli', 'D) George Hagi']",D,D,Spor,9,0.0,yok,True,False
d_DvKWNrGp0,Contestant_138,Köyden İndim Şehre filminde Himmet altınları sayarken Hayret yediklerinin en iyisi olarak hangi yiyeceği söyleyince Himmet onu düzelterek altınların sayısını unutur?,"['A) pireli kebap', 'B) telaş böreği', 'C) acep pilavı', 'D) ipli köfte']",A,,Sinema,10,0.0,yok,False,False
d_DvKWNrGp0,Contestant_139,Bir romanda hangi şekilde bahsedilen Muhtemelen attır?,"['A) pençesini göstererek kükredi', 'B) miyavlayıp patisini uzattı', 'C) şaha kalkarak', 'D) dört nala uzaklaştı']",D,A,Genel Kültür,1,0.0,yok,False,True
d_DvKWNrGp0,Contestant_140,Sürekli tekrarlanarak anlamına gelen deyim hangisidir?,"['A) Bozuk plak gibi', 'B) çizik CD gibi', 'C) kırık kaset gibi', 'D) çatlak disket gibi']",A,A,Genel Kültür,1,0.0,yok,True,False
d_DvKWNrGp0,Contestant_140,Koyun ve keçi sürülerini koruyan genellikle hangisi olur?,"['A) Denizli horozu', 'B) Van kedisi', 'C) çoban köpeği', 'D) Angora tavşanı']",C,C,Genel Kültür,2,0.0,yok,True,False
d_DvKWNrGp0,Contestant_140,Hangisinin yüz ölçümü daha büyüktür?,"['A) Karşıyaka ilçesi', 'B) İzmir ili', 'C) Ege Bölgesi', 'D) Anadolu']",D,D,Coğrafya,3,0.0,yok,True,False
d_DvKWNrGp0,Contestant_140,Dinlediğiniz şarkının adı nedir?,"['A) manipülatif siin aşkım', 'B) narsistsin hayatım', 'C) toksik Yarim', 'D) kaprislisin sevgilim']",D,D,Müzik,4,0.0,yok,True,False
d_DvKWNrGp0,Contestant_140,Cephesini hiç değiştirmeden 4 adım ileriye 2 adım sağa 4 adım geriye yürüyen bir kişi ilk başladığı yerin neresindedir?,"['A) iki adım sağında', 'B) 2 adım gerisinde', 'C) 4 adım sağında', 'D) 2 adım ilerisinde']",A,A,Matematik,5,0.0,yok,True,False
d_DvKWNrGp0,Contestant_140,Adana'da düzenlenen bir film festivalinden bahseden haberin sahiplerini buldu şeklinde biten başlığının başı hangisi olabilir?,"['A) Altın Portakal Ödülleri', 'B) Altın Koza ödülleri', 'C) altın Aslan ödülleri', 'D) altın ayı ödülleri']",B,B,Sanat,6,0.0,"seyirci, yarı_yarıya",True,False
d_DvKWNrGp0,Contestant_140,Okuduğunuz romanın başında sayfalar boyunca yataktan kalkmak ve kalkmamak arasında gidip gelen İlya il adlı bir karakter varsa bu karakterin romanın adı da olan soyadı nedir?,"['A) don kot', 'B) raskolnik', 'C) oblomov', 'D) David Copperfield']",C,C,Edebiyat,7,0.0,yok,True,False
d_DvKWNrGp0,Contestant_140,Türk Medeni kanununa göre çocuğu olmayan ebeveyni hayatta olan ve vasiyet bırakmamış evli birinin mirası nasıl paylaştırılır?,"['A) tamamı eşine kalır', 'B) yarısı eşine yarısı ebeveynine kalır', 'C) üçte ikisi eşine üçte biri ebeveynine kalır', 'D) tamamı ebeveynine kalır']",B,B,Genel Kültür,8,0.0,"telefon, çift_cevap",True,False
d_DvKWNrGp0,Contestant_140,Kafatasında beyindeki Hipofiz bezini de barındıran çukur kısma tıpta verilen Latince adın Türkçesi hangisidir?,"['A) Moğol kalkanı', 'B) Çin hendeği', 'C) Türk eğeri', 'D) Japon kılıcı']",C,B,Bilim,9,0.0,yok,False,True
d_DvKWNrGp0,Contestant_141,Atasözüne göre insan insana kavuşurken hangileri Birbirine kavuşmaz?,"['A) Dağ dağa', 'B) Vadi vadiye', 'C) Ova ovaya', ""D) Delta delta'ya""]",A,A,Genel Kültür,1,0.0,yok,True,False
d_DvKWNrGp0,Contestant_141,Hangisi restoranlarda yemek yanında getirilen yiyeceklerden birinin adıdır?,"['A) hafta ekmeği', 'B) mevsim salatası', 'C) Asır çorbası', 'D) Milenyum cacığı']",B,B,Genel Kültür,2,0.0,yok,True,False
d_DvKWNrGp0,Contestant_141,"1 + 0,1 + 0,01 işleminin sonucu kaçtır?","['A) 1.1', 'B) 1.11', 'C) 1.11', 'D) 1.111']",B,C,Matematik,3,0.0,telefon,True,False
d_DvKWNrGp0,Contestant_141,Dinlediğiniz şarkıda 26 defa tekrarlanan ve şarkıya da adını veren hangisidir?,"['A) depo', 'B) Kiler', 'C) Anar', 'D) Bodrum']",D,D,Müzik,4,0.0,yok,True,False
d_DvKWNrGp0,Contestant_141,Hangisi tarih derslerinde Osmanlı Devleti kuruluş dönemi konusu işlenirken hükümdarlık dönemi anlatılan padişahlardan?,"['A) Orhan', 'B) Abdülmecid', 'C) İbrahim', 'D) Abdülaziz']",A,A,Tarih,5,0.0,yok,True,False
d_DvKWNrGp0,Contestant_141,Oftalmoskopla hangisi muayene edilir?,"['A) kulak', 'B) burun', 'C) boğaz', 'D) göz']",D,D,Bilim,6,0.0,yok,True,False
d_DvKWNrGp0,Contestant_141,Ünlü kurgusal kahramanlar ve yardımcıları hakkında verilen bilgilerden hangisi yanlıştır?,"[""A) Çiko zagor'un yardımcısıdır"", ""B) Sancho Panza Don Kişot'un yardımcısıdır"", 'C) Gandalf Kaptan Körkün yardımcısıdır', ""D) Alfred Batman'in yardımcısıdır""]",C,C,Genel Kültür,7,0.0,yok,True,False
d_DvKWNrGp0,Contestant_141,Büyük Ağrı Dağı ve Küçük Ağrı dağının zirveleri hangi elin sınırları içerisindedir?,"['A) Iğdır', 'B) Ağrı', 'C) Kars', 'D) Van']",A,B,Coğrafya,8,0.0,"seyirci, yarı_yarıya, çift_cevap",True,False
d_DvKWNrGp0,Contestant_141,Türkiye A Milli futbol takımı FIFA Dünya Kupası'nda karşı karşıya gelebileceği hangi takımla olimpiyatlarda karşılaşamazsın?,"['A) İngiltere', 'B) Fransa', 'C) Almanya', 'D) Çin']",A,,Spor,9,0.0,yok,False,False
d_DvKWNrGp0,Contestant_142,Şirket veya servis araçlarının arkasına yazılan telefon numaralarının üstünde genellikle hangisi de yazılı olur?,"['A) yanlışsam telgraf çek', 'B) kusurluysam özelden yaz', 'C) aysem eng', 'D) hatalıysam ara']",D,D,Genel Kültür,1,0.0,yok,True,False
d_DvKWNrGp0,Contestant_142,Jübile yapan bir futbolcu için muhel hangisi doğrudur?,"['A) ilk kez krampon giyiyordu', 'B) futbolculuk kariyeri bitiyordu', 'C) ilk kez sahaya çıkıyordur', 'D) ilk kez tekmelik takıyordu']",B,B,Spor,2,0.0,yok,True,False
d_DvKWNrGp0,Contestant_142,Hastalık yapıcı parazit anlamına gelen Kelimenin doğru yazılışı hangisidir?,"['A) viris', 'B) viris', 'C) virüs', 'D) virüs']",D,D,Genel Kültür,3,0.0,yok,True,False
d_DvKWNrGp0,Contestant_142,Bir şeyi Kale almadığını söyleyen bir ilili hangisini söylemiş olmaz?,"['A) ona önem vermediğini', 'B) onu hesaba katmadığı', 'C) onu sözünü etmeye değer bulmadığını', 'D) onu göz ardı etmediğini']",D,D,Genel Kültür,4,0.0,yok,True,False
d_DvKWNrGp0,Contestant_142,Dinlediğiniz türküyü seslendiren kimdir?,"['A) Yavuz Bingöl', 'B) Oktay Kaynarca', 'C) Orhan Hakalmaz', 'D) Kubat']",B,B,Müzik,5,0.0,yok,True,False
d_DvKWNrGp0,Contestant_142,İngilizcedeki adı Hungry olan ülkenin Türkçedeki adı nedir?,"['A) Hırvatistan', 'B) Hollanda', 'C) Macaristan', 'D) Honduras']",C,C,Coğrafya,6,0.0,yok,True,False
d_DvKWNrGp0,Contestant_142,Hangisi yönetmenliğini Zeki Demirkubuz'un yaptığı bir film değildir?,"['A) Eşkıya', 'B) Kader', 'C) Masumiyet', 'D) Yazgı']",A,A,Sanat,7,0.0,"yarı_yarıya, seyirci",True,False
d_DvKWNrGp0,Contestant_142,Hangisi Dünya Sağlık Örgütünün sağlık tanımında 'Sağlık sadece hastalık ve sakatlığın olmayışı değil' ifadesinden sonra 'tam iyilik halidir' denmeden önce geçen üç ifadeden biri değildir?,"['A) bedence', 'B) ruhça', 'C) sosyal yönden', 'D) bireysel anlamda']",D,B,Bilim,8,0.0,yok,False,True
e31HDHbah5I,Contestant_143,Genellikle kimlere ninni okunur?,"['A) uyuması istenen bebeklere', 'B) evlenmesi istenen bekarlara', 'C) transfer edilmek istenen futbolculara', 'D) sevilmek istenen evcil hayvanlara']",A,A,Genel Kültür,1,0.0,yok,True,False
e31HDHbah5I,Contestant_143,Hangisi genellikle yağlanır?,"['A) gıcırdayan kapı', 'B) vızıldayan sinek', 'C) horlayan ev arkadaşı', 'D) gürültü çıkaran komşu']",A,A,Genel Kültür,2,0.0,yok,True,False
e31HDHbah5I,Contestant_143,Bir futbol maçı oynanırken kaleci kendi yarı sahasında topu nerede eliyle tutarsa hakem tarafından cezalandırılmaz?,"['A) orta yuvarlakta', 'B) ceza alanında', 'C) santrada', 'D) çeyrek dairede']",B,B,Spor,3,0.0,yok,True,False
e31HDHbah5I,Contestant_143,Hangi ikisi köpek gillerdendir?,"['A) aslan ve kaplan', 'B) at ve eşek', 'C) Tilki ve çakal', 'D) köpek balığı ve katil balina']",C,C,Bilim,4,0.0,seyirci,True,False
e31HDHbah5I,Contestant_143,Sözlük tanımına göre oturtma ne şekilde kesilmiş patates patlıcan kabak ve benzeri sebzelerden yapılan bir tür kıymalı yemektir?,"['A) küp küp', 'B) ince uzun', 'C) deltoit', 'D) halka halka']",D,D,Genel Kültür,5,0.0,yok,True,False
e31HDHbah5I,Contestant_143,Dinlediğiniz Drama Köprüsü adlı türküyü seslendiren kimdir?,"['A) Neşet Ertaş', 'B) Ruhi Su', 'C) Aşık Veysel', 'D) Ferhat Güzel']",B,B,Müzik,6,0.0,yok,True,False
e31HDHbah5I,Contestant_143,Tolstoy'un Anna Karenina adlı eseri hangi ifadeyle başlar?,"['A) kentin sesi hiç kesilmez', 'B) bütün mutlu aileler birbirine benzer', 'C) Ben hasta bir adamım', 'D) İsmail deyin bana']",B,B,Edebiyat,7,0.0,"telefon, yarı_yarıya",True,False
e31HDHbah5I,Contestant_143,1959'dan günümüze kadarki Süper Lig tarihinde en çok gol atan en çok galibiyet alan ve en çok puan toplayan futbol takımı hangisidir?,"['A) Galatasaray', 'B) Beşiktaş', 'C) Fenerbahçe', 'D) Trabzonspor']",C,C,Spor,8,0.0,yok,True,False
e31HDHbah5I,Contestant_143,Susam Sokağı karakterlerinden Büdü'nün en sevdiği sayı 6 iken Edi'nin en sevdiği sayı kaçtır?,"['A) 3', 'B) 4', 'C) 6', 'D) 823721']",D,D,Genel Kültür,9,0.0,yok,True,False
e31HDHbah5I,Contestant_143,İstanbul'da Doğan ve İstanbul'da ölen Osmanlı padişahı kimdir?,"['A) Mehmet', 'B) Beyazıt', 'C) Selim', 'D) Osman']",C,C,Tarih,10,0.0,çift_cevap,True,False
e31HDHbah5I,Contestant_143,Bilimsel adı A neuma yıldız anum olarak literatüre geçen ve Türkçe adının Zeybek değneği olması önerilen bitki Türkiye'nin hangi ilinde keşfedilmiştir?,"['A) Aydın', 'B) Konya', 'C) Denizli', 'D) Nevşehir']",A,,Bilim,11,0.0,yok,False,False
e31HDHbah5I,Contestant_144,Yapboz oyununda bir araya getirilmeye çalışılan hangisi olur?,"['A) kesilmiş resim parçacıkları', 'B) bitmiş aşk kırıntıları', 'C) yaşanmış Hayal kırıklıkları', 'D) kesilmiş resim parçacıkları']",A,A,Genel Kültür,1,0.0,yok,True,False
e31HDHbah5I,Contestant_144,Beni 3 kelimeyle anlatır mısın diyen birine hangi cevap verilmez?,"['A) şımarık dikkatsiz', 'B) korkak tembel kararsız', 'C) sünepe ödlek mıymıntı', 'D) dürüst Cömert Korkusuz']",D,D,Genel Kültür,2,0.0,yok,True,False
e31HDHbah5I,Contestant_144,Bu önemsiz bir olayı büyütmek anlamına gelen deyim hangisidir?,"['A) deveyi pire yapmak', 'B) pireyi deve yapmak', 'C) deveyi deve yapmak', 'D) pireyi pire yapmak']",B,A,Edebiyat,3,0.0,yok,False,True
e31HDHbah5I,Contestant_145,Ben onunla selamı sabaha kestim diyen biri o kişiyle ilgili hangi bilgiyi vermiş olur?,"['A) Onunla her gün görüştüğünü', 'B) onunla telefonla konuştuğunu', 'C) onunla tüm ilişkisini bitirdiğini', 'D) onun eve çıktığını']",C,C,Genel Kültür,1,0.0,yok,True,False
e31HDHbah5I,Contestant_145,Fışfış Kayıkçı şeklinde başlayan ninni nasıl devam eder?,"['A) balıkçının oltası', 'B) kayıkçının küreği', ""C) jet'in motoru"", 'D) denizaltının periskopu']",B,B,Genel Kültür,2,0.0,yok,True,False
e31HDHbah5I,Contestant_145,Türk borçlar kanununa göre Usulüne göre Onaylanmış olması koşuluyla imza atmak yerine geçebilen hangisidir?,"['A) parmak izi basmak', 'B) kulak oynatmak', 'C) kaş çatmak', 'D) burun kıvırmak']",A,A,Genel Kültür,3,0.0,yok,True,False
e31HDHbah5I,Contestant_145,Dinlediğiniz Hasret Rüzgarları adlı şarkıyı seslendiren kimdir?,"['A) Orhan Gencebay', 'B) Müslüm Gürses', 'C) Ferdi Tayfur', 'D) Hakkı Bulut']",B,B,Müzik,4,0.0,yok,True,False
e31HDHbah5I,Contestant_145,1960'lı ve 1970'li yıllarda İtalyan yapımcı ve yönetmenlerin çektiği spaghetti Western tarzı filmlerde olayların geçtiği yer neresi olurdu?,"['A) Kuzey Kutbu', 'B) Antarktika', 'C) Uzakdoğu', 'D) Vahşi Batı']",D,D,Sanat,5,0.0,seyirci,True,False
e31HDHbah5I,Contestant_145,Issız bir adada 28 yıl geçiren ünlü Roman karakteri hangisidir?,"['A) David Copperfield', 'B) Gregor Samsa', 'C) Jean Valjean', 'D) Robinson Crusoe']",D,D,Edebiyat,6,0.0,telefon,True,False
